Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027324.1,12569786,Intron,-23.82,5.7E-14,106586177,LOC106586177,"WD repeat, SAM and U-box domain-containing protein 1-like"
NC_027325.1,8644205,Intron,-29.55,5.8E-14,106587087,LOC106587087,potassium voltage-gated channel subfamily A member 1-like
NC_027317.1,20274312,Intron,28.3,5.8E-14,106577042,LOC106577042,carbohydrate sulfotransferase 15-like
NC_027312.1,48092787,Intron,-21.07,6.1E-14,106567404,srrm3,serine/arginine repetitive matrix 3
NC_027325.1,42717843,Flanks,-24.28,6.1E-14,106587996,death-associated protein kinase 2-like,death-associated protein kinase 2-like
NC_027311.1,43609271,Exon,-21.73,6.1E-14,100136451,CD8 beta,CD8 beta
NC_027306.1,52654966,P1K,-22.6,6.2E-14,106609716,LOC106609716,zinc finger protein 624-like
NC_027304.1,19540867,Intron,-20.88,6.2E-14,106604472,LOC106604472,sideroflexin-5-like
NC_027311.1,38306345,Intron,28.26,6.3E-14,106565279,LOC106565279,N-terminal EF-hand calcium-binding protein 1-like
NC_027323.1,24813325,Intron,20.26,6.4E-14,106585460,LOC106585460,glutathione S-transferase theta-1-like
NC_027326.1,12855214,Intron,-25.16,6.5E-14,106588308,LOC106588308,myocyte-specific enhancer factor 2D homolog
NC_027318.1,26764347,Exon,-25.1,6.5E-14,106578606,LOC106578606,homeobox protein engrailed-2a-like
NC_027308.1,101341222,Intron,-20.0,6.5E-14,106612717,LOC106612717,leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein
NC_027309.1,89892373,Flanks,-32.57,6.5E-14,106561313,trim44,tripartite motif containing 44
NC_027308.1,18702002,Exon,-23.86,6.7E-14,100196102,myeloid cell leukemia sequence 1b,myeloid cell leukemia sequence 1b
NC_027314.1,102590534,P6K,20.29,6.7E-14,106572972,LOC106572972,tetra-peptide repeat homeobox protein 1-like
NC_027305.1,57846322,Exon,-23.85,6.7E-14,106607787,"Golgi-associated PDZ and coiled-coil motif-containing protein-like, transcript variant X1",Golgi-associated PDZ and coiled-coil motif-containing protein-like
NC_027323.1,38962035,Intron,-25.69,6.7E-14,106585836,grid2,glutamate ionotropic receptor delta type subunit 2
NC_027302.1,65546405,Exon,21.15,6.9E-14,106601242,LOC106601242,zinc finger CCCH domain-containing protein 7B-like
NC_027318.1,13671631,Exon,-20.28,7.3E-14,100380776,col11a1,collagen type XI alpha 1 chain
NC_027311.1,19050652,Intron,30.25,7.4E-14,106564721,LOC106564721,VPS10 domain-containing receptor SorCS1-like
NC_027312.1,100676371,Flanks,27.05,7.6E-14,106568507,LOC106568507,AF4/FMR2 family member 1-like
NC_027307.1,4991238,Intron,-27.14,8.2E-14,106609934,LOC106609934,catenin alpha-2-like
NC_027310.1,69941846,Intron,34.91,8.3E-14,106563223,LOC106563223,guanine nucleotide exchange factor VAV2-like
NC_027315.1,79935131,P6K,27.69,8.6E-14,100380473,glpk3,"Glycerol kinase, testis specific 1"
NC_027324.1,48895153,Flanks,-34.38,9.2E-14,106586910,LOC106586910,zinc finger CCCH domain-containing protein 15-like
NC_027309.1,99151728,Exon,-20.4,9.4E-14,106561457,LOC106561457,uncharacterized LOC106561457
NC_027302.1,52114342,Intron,31.32,9.5E-14,106600760,LOC106600760,potassium voltage-gated channel subfamily C member 1-like
NC_027313.1,13082782,Exon,28.58,9.6E-14,106568947,LOC106568947,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D-like"
NC_027310.1,48571112,Intron,-26.4,9.6E-14,106562999,LOC106562999,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D-like"
NC_027305.1,33070369,Intron,-23.58,9.8E-14,106607178,LOC106607178,protein TANC2-like
NC_027313.1,92301998,Intron,28.84,9.8E-14,106570767,psmg2,proteasome assembly chaperone 2
NC_027308.1,19554239,Intron,23.8,9.8E-14,106610856,LOC106610856,apoptosis regulatory protein Siva-like
NC_027302.1,68125057,P6K,-21.84,1.0E-13,106601356,LOC106601356,uncharacterized LOC106601356
NC_027328.1,10430730,Intron,29.51,1.0E-13,106590111,LOC106590111,disks large-associated protein 1-like
NC_027308.1,37793429,P6K,-33.39,1.0E-13,106611267,LOC106611267,gamma-aminobutyric acid receptor subunit rho-2-like
NC_027324.1,8253511,Intron,-27.49,1.1E-13,106586116,LOC106586116,inactive dipeptidyl peptidase 10-like
NC_027304.1,51240953,Flanks,-26.96,1.1E-13,106605124,LOC106605124,CD2-associated protein-like
NC_027318.1,28865437,Intron,-21.34,1.1E-13,106578707,LOC106578707,plexin domain-containing protein 2-like
NC_027315.1,2333626,Intron,22.2,1.1E-13,106573038,LOC106573038,cAMP-dependent protein kinase type II-beta regulatory subunit-like
NC_027326.1,4292432,Intron,-26.89,1.1E-13,100194709,LOC100194709,plectin
NC_027312.1,20738534,Intron,26.07,1.2E-13,100195767,LOC100195767,protein kinase C-binding protein 1
NC_027314.1,91389454,Intron,21.46,1.3E-13,106572702,LOC106572702,rho GTPase-activating protein 4-like
NC_027328.1,14064872,Flanks,25.62,1.3E-13,106590189,LOC106590189,C-C chemokine receptor type 9-like
NC_027316.1,36914529,Flanks,-25.42,1.3E-13,106576072,LOC106576072,leucine-rich repeat neuronal protein 3-like
NC_027314.1,28897159,Flanks,-21.83,1.4E-13,106571329,LOC106571329,ephrin type-A receptor 7-like
NC_027300.1,44520385,Exon,-22.64,1.4E-13,106602991,LOC106602991,prostaglandin E2 receptor EP2 subtype-like
NC_027319.1,8708105,Intron,-22.88,1.4E-13,106580147,kiaa0825,KIAA0825 ortholog
NC_027316.1,8618234,Flanks,-27.01,1.4E-13,106575174,LOC106575174,cyclin-dependent kinase 15
NC_027317.1,1207944,Intron,-20.02,1.4E-13,106576894,cdh23,cadherin related 23
NC_027322.1,10338692,Intron,22.21,1.4E-13,106584045,LOC106584045,collagen alpha-1(XXIV) chain-like
NC_027306.1,33600495,Intron,20.74,1.4E-13,106609096,syn3,synapsin III
NC_027308.1,128714535,Flanks,24.57,1.4E-13,106613189,LOC106613189,post-GPI attachment to proteins factor 2-like
NC_027303.1,25412860,Intron,20.51,1.5E-13,106602825,prrg3,proline rich and Gla domain 3
NC_027309.1,103900858,Intron,-22.69,1.5E-13,106561561,LOC106561561,solute carrier family 23 member 2-like
NC_027309.1,98923213,Intron,22.91,1.5E-13,106561452,LOC106561452,polypeptide N-acetylgalactosaminyltransferase 18-like
NC_027310.1,9010373,Intron,-22.6,1.5E-13,106561937,LOC106561937,leucine zipper protein 2-like
NC_027312.1,55899580,Flanks,20.51,1.5E-13,106567530,LOC106567530,protein Jade-1-like
NW_012348217.1,11479,P250,-35.27,1.6E-13,106592437,tyrosine-protein kinase TXK-like,tyrosine-protein kinase TXK-like
NC_027324.1,2764100,Intron,26.18,1.6E-13,106586049,LOC106586049,dachshund homolog 1-like
NC_027313.1,52990305,Intron,-22.26,1.6E-13,106570086,LOC106570086,ceramide synthase 2-like
NC_027311.1,22299789,Flanks,-24.12,1.7E-13,106564736,LOC106564736,lengsin-like
NC_027324.1,7577110,Intron,21.67,1.7E-13,106586087,LOC106586087,ly6/PLAUR domain-containing protein 1-like
NC_027307.1,23959675,Exon,27.24,1.7E-13,106610486,protocadherin-10-like,protocadherin-10-like
NC_027308.1,26702613,Flanks,-29.45,1.7E-13,100195210,ampm1,Methionine aminopeptidase 1
NC_027308.1,94842032,Exon,-29.95,1.8E-13,106612401,prkd2,protein kinase D2
NC_027305.1,83114629,Intron,20.17,1.8E-13,106608295,LOC106608295,jun dimerization protein 2-like
NC_027313.1,71725575,Intron,23.26,1.8E-13,106570353,LOC106570353,eyes absent homolog 3-like
NC_027317.1,18593918,P1K,-22.45,1.8E-13,106577015,col17a1,collagen type XVII alpha 1 chain
NC_027303.1,32930070,Intron,-21.56,1.9E-13,106602943,dach2,dachshund family transcription factor 2
NC_027316.1,9611898,Intron,-30.59,2.0E-13,106575258,LOC106575258,nck-associated protein 5-like
NC_027316.1,33972584,Flanks,21.85,2.0E-13,106575986,LOC106575986,kinesin-like protein KIF21A
NC_027318.1,18266339,Flanks,-23.96,2.0E-13,106578546,LOC106578546,ras-related protein Rab-18
NC_027328.1,5106461,Intron,-21.12,2.0E-13,106590053,LOC106590053,cadherin-12-like
NC_027306.1,37308594,Intron,-22.51,2.1E-13,106609163,LOC106609163,lymphoid-restricted membrane protein-like
NC_027310.1,15474793,P6K,22.54,2.1E-13,106562189,LOC106562189,sulfotransferase family cytosolic 2B member 1-like
NC_027308.1,11611468,Intron,-21.16,2.1E-13,106610719,LOC106610719,prepronociceptin-like
NC_027319.1,78671122,P6K,-22.11,2.1E-13,106581494,LOC106581494,signal recognition particle receptor subunit beta-like
NC_027303.1,13958189,Intron,-21.58,2.2E-13,106602408,LOC106602408,zinc finger protein 566-like
NC_027300.1,56611199,Intron,24.22,2.2E-13,106606525,vax1,ventral anterior homeobox 1
NC_027307.1,8399536,Intron,23.04,2.2E-13,106610067,LOC106610067,uncharacterized LOC106610067
NC_027315.1,49418412,Exon,20.21,2.2E-13,106574089,LOC106574089,transcription factor HES-1-like
NC_027308.1,62865375,Intron,23.8,2.3E-13,106611774,LOC106611774,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B-like"
NC_027327.1,10804951,Intron,-23.88,2.3E-13,106589457,cacna1g,calcium voltage-gated channel subunit alpha1 G
NC_027303.1,3510078,Exon,24.13,2.3E-13,106602165,LOC106602165,uncharacterized LOC106602165
NC_027319.1,15414436,Intron,-36.39,2.3E-13,106580056,LOC106580056,transient receptor potential cation channel subfamily M member 3-like
NC_027325.1,31043333,Exon,20.38,2.4E-13,106587597,LOC106587597,aggrecan core protein-like
NC_027328.1,19555725,Intron,23.83,2.4E-13,106590277,LOC106590277,potassium voltage-gated channel subfamily H member 2-like
NC_027300.1,121210515,Exon,28.05,2.4E-13,106564755,LOC106564755,zinc-binding protein A33-like
NC_027305.1,28869377,Intron,-23.7,2.5E-13,106606991,LOC106606991,sphingosine kinase 1-like
NC_027328.1,12975927,Exon,-43.19,2.5E-13,106590162,LOC106590162,transcriptional regulator Myc
NC_027314.1,92031061,Exon,20.44,2.6E-13,106572722,LOC106572722,putative fidgetin-like protein 2
NC_027308.1,72274545,Intron,28.85,2.6E-13,106611984,LOC106611984,X-linked interleukin-1 receptor accessory protein-like 2
NC_027310.1,41261297,Flanks,20.15,2.6E-13,106562729,"BTB/POZ domain-containing protein 1-like, transcript variant X2",BTB/POZ domain-containing protein 1-like
NC_027312.1,62966595,P6K,21.39,2.6E-13,106567643,LOC106567643,sodium- and chloride-dependent GABA transporter 2-like
NC_027305.1,2479232,Flanks,27.76,2.6E-13,106606270,LOC106606270,UPF0472 protein C16orf72 homolog
NC_027309.1,101869497,Intron,24.1,2.6E-13,106561580,inner mitochondrial membrane peptidase subunit 2,inner mitochondrial membrane peptidase subunit 2
NC_027300.1,129662074,Flanks,24.07,2.8E-13,106566624,LOC106566624,ephrin-A5b-like
NC_027310.1,46870257,Intron,29.13,2.8E-13,106562870,LOC106562870,netrin-G2-like
NC_027315.1,71937741,P6K,20.09,2.8E-13,106574516,LOC106574516,zinc finger protein 585A-like
NC_027319.1,11656740,Intron,20.32,2.8E-13,106580238,LOC106580238,uncharacterized LOC106580238
NC_027319.1,32532009,Intron,-23.17,2.9E-13,106580469,LOC106580469,armadillo repeat protein deleted in velo-cardio-facial syndrome homolog
NC_027303.1,60592421,Intron,21.41,2.9E-13,106603662,LOC106603662,opioid-binding protein/cell adhesion molecule-like
NC_027322.1,31576222,Intron,-25.48,3.0E-13,106584419,LOC106584419,C3 and PZP-like alpha-2-macroglobulin domain-containing protein 8
NC_027314.1,89102337,Flanks,22.03,3.1E-13,106572659,LOC106572659,"beta-1,4 N-acetylgalactosaminyltransferase 1-like"
NC_027324.1,30690658,P6K,24.09,3.3E-13,106586562,LOC106586562,uncharacterized LOC106586562
NC_027300.1,8422755,Exon,20.61,3.4E-13,106610065,LOC106610065,uncharacterized LOC106610065
NC_027305.1,49120317,Intron,-22.95,3.4E-13,106607643,LOC106607643,MAP/microtubule affinity-regulating kinase 3-like
NC_027311.1,33685068,Intron,32.3,3.5E-13,106565046,LOC106565046,receptor-type tyrosine-protein phosphatase T
NC_027327.1,26843386,Intron,-31.69,3.6E-13,106589801,LOC106589801,collagen alpha-1(XXI) chain-like
NC_027312.1,47725014,Intron,23.08,3.6E-13,106567401,LOC106567401,peripheral-type benzodiazepine receptor-associated protein 1-like
NC_027323.1,19986842,Intron,21.1,3.7E-13,106585344,bridging integrator 3-like,bridging integrator 3-like
NC_027305.1,62029060,Intron,-30.74,3.7E-13,106607884,LOC106607884,protein dispatched homolog 1-like
NC_027311.1,33467551,Intron,20.62,3.7E-13,106565046,LOC106565046,receptor-type tyrosine-protein phosphatase T
NC_027308.1,126376829,Intron,21.01,3.8E-13,106613153,"FAT atypical cadherin 3, transcript variant X5",FAT atypical cadherin 3
NC_027324.1,18529591,Intron,-21.85,4.0E-13,106586322,LOC106586322,ly6/PLAUR domain-containing protein 6B-like
NC_027309.1,10531366,Intron,-29.97,4.0E-13,106613518,LOC106613518,prolyl 3-hydroxylase 2-like
NC_027309.1,100404192,Exon,25.21,4.0E-13,106561487,hipk3,homeodomain interacting protein kinase 3
NC_027301.1,37508477,Intron,-24.37,4.0E-13,106584767,LOC106584767,calpain-2 catalytic subunit-like
NC_027311.1,15798777,P6K,-30.25,4.1E-13,106564580,LOC106564580,"probable endo-1,3(4)-beta-glucanase An02g00850"
NC_027312.1,8067118,Intron,-21.56,4.3E-13,106566435,LOC106566435,brefeldin A-inhibited guanine nucleotide-exchange protein 2-like
NC_027319.1,53851495,Intron,-28.88,4.5E-13,106580976,LOC106580976,serine/threonine-protein kinase DCLK1-like
NC_027310.1,66544511,Flanks,20.21,5.0E-13,106563270,LOC106563270,pappalysin-1-like
NC_027312.1,6049962,Intron,22.39,5.0E-13,106566397,LOC106566397,ragulator complex protein LAMTOR5-like
NC_027312.1,77013424,Flanks,-21.46,5.0E-13,106567905,LOC106567905,olfactory receptor 146-like
NC_027305.1,57771098,Flanks,-24.64,5.0E-13,106607785,LOC106607785,dehydrodolichyl diphosphate syntase complex subunit nus1-like
NC_027302.1,2484847,P6K,-20.07,5.1E-13,106596619,gamma-soluble NSF attachment protein-like,gamma-soluble NSF attachment protein-like
NC_027316.1,51090851,Intron,-29.24,5.2E-13,106576496,LOC106576496,proline-rich transmembrane protein 4-like
NC_027309.1,37349252,Intron,-20.9,5.2E-13,106560380,LOC106560380,rho GTPase-activating protein 39-like
NC_027305.1,54263728,Exon,22.64,5.3E-13,106607729,LOC106607729,tyrosine-protein kinase SRK2-like
NC_027312.1,81570354,Intron,20.37,5.5E-13,106567780,LOC106567780,ephrin-B1-like
NC_027305.1,58138391,Intron,-25.28,5.6E-13,106607791,mllt4,"afadin, adherens junction formation factor"
NC_027322.1,19433490,Intron,20.22,5.6E-13,106584141,LOC106584141,carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like
NC_027315.1,71669645,P1K,-21.18,5.7E-13,106574572,LOC106574572,thrombospondin-type laminin G domain and EAR repeat-containing protein-like
NC_027315.1,43612230,Flanks,-29.59,5.8E-13,106573918,LOC106573918,interferon-induced protein 44-like
NC_027314.1,46101705,Intron,-24.68,5.9E-13,106571599,LOC106571599,protein FAM49A
NC_027311.1,40047084,Intron,21.21,6.1E-13,106565248,LOC106565248,copine-9-like
NC_027303.1,61883719,Intron,-27.53,6.5E-13,106603697,LOC106603697,uncharacterized LOC106603697
NC_027301.1,20137615,Intron,-25.21,6.5E-13,106579904,LOC106579904,growth factor receptor-bound protein 10-like
NC_027303.1,4261960,P6K,23.26,6.6E-13,106602198,LOC106602198,tumor suppressor candidate 3
NC_027308.1,137562556,Exon,-28.07,6.8E-13,106613350,tiam1,T cell lymphoma invasion and metastasis 1
NC_027325.1,1791422,Intron,-22.84,6.8E-13,106587021,LOC106587021,actin filament-associated protein 1-like 2
NC_027301.1,38635701,Intron,-23.8,6.8E-13,106585147,LOC106585147,transmembrane protein 178A-like
NC_027304.1,11929852,Intron,-24.41,6.8E-13,106604295,LOC106604295,stanniocalcin-2-like
NC_027311.1,25563364,Intron,-20.92,6.9E-13,106564881,LOC106564881,voltage-dependent calcium channel gamma-5 subunit-like
NC_027306.1,16500144,Intron,20.41,7.1E-13,106608716,LOC106608716,latrophilin-3-like
NC_027321.1,19780640,Intron,-23.97,7.3E-13,106582941,LOC106582941,calcium-dependent secretion activator 1-like
NC_027322.1,36250957,Intron,-23.71,7.3E-13,106584529,LOC106584529,voltage-dependent calcium channel subunit alpha-2/delta-4-like
NC_027320.1,24785046,Intron,23.74,7.3E-13,106582016,LOC106582016,uncharacterized LOC106582016
NC_027324.1,27029815,P6K,-23.43,7.6E-13,100194779,ndf1,Neurogenic differentiation factor 1
NC_027305.1,60119648,Intron,-24.03,7.6E-13,106607836,LOC106607836,uncharacterized LOC106607836
NC_027313.1,25491364,Exon,23.99,7.8E-13,106569214,LOC106569214,collagen alpha-1(XXI) chain-like
NC_027305.1,39727901,Intron,-29.42,7.9E-13,106607513,LOC106607513,sterile alpha motif domain-containing protein 14-like
NC_027308.1,18702048,Exon,-24.84,8.2E-13,100196102,myeloid cell leukemia sequence 1b,myeloid cell leukemia sequence 1b
NC_027300.1,109916463,Intron,-21.48,8.2E-13,106561454,ric1,"RIC1 homolog, RAB6A GEF complex partner 1"
NC_027328.1,10439555,Intron,26.44,8.8E-13,106590111,LOC106590111,disks large-associated protein 1-like
NC_027300.1,139974965,Intron,20.31,8.8E-13,106568813,LOC106568813,collagen alpha-1(XI) chain-like
NC_027305.1,38909955,Intron,20.3,9.2E-13,106607256,LOC106607256,gap junction gamma-1 protein-like
NC_027319.1,59756423,Intron,-20.34,9.7E-13,106581159,LOC106581159,uncharacterized protein C11orf57-like
NC_027312.1,85932410,P6K,-22.8,1.0E-12,106568265,LOC106568265,neuropeptide FF receptor 1-like
NC_027310.1,19523788,Intron,-33.16,1.0E-12,106562079,zfhx3,zinc finger homeobox 3
NC_027311.1,33487738,Intron,-20.73,1.1E-12,106565046,LOC106565046,receptor-type tyrosine-protein phosphatase T
NC_027308.1,97405993,Intron,24.92,1.1E-12,106612456,mlf1,myeloid leukemia factor 1
NC_027322.1,35281265,Intron,-25.55,1.1E-12,106584498,LOC106584498,sodium- and chloride-dependent GABA transporter 2-like
NC_027305.1,74437635,P6K,22.49,1.1E-12,106608148,LOC106608148,disks large-associated protein 2-like
NC_027312.1,34185594,Intron,-20.6,1.1E-12,106567031,LOC106567031,dihydropyridine-sensitive L-type skeletal muscle calcium channel subunit alpha-1-like
NC_027314.1,101612669,Intron,-25.1,1.1E-12,106572940,LOC106572940,nociceptin receptor-like
NC_027310.1,1700541,Intron,-28.51,1.2E-12,106561882,LOC106561882,MAM domain-containing glycosylphosphatidylinositol anchor protein 1-like
NC_027305.1,37685005,Intron,-25.19,1.2E-12,106607294,LOC106607294,inactive phospholipase C-like protein 2
NC_027302.1,30068448,Intron,-28.24,1.2E-12,106599757,LOC106599757,adhesion G protein-coupled receptor L2-like
NC_027326.1,9872961,Intron,-20.59,1.2E-12,106588412,LOC106588412,poliovirus receptor homolog
NC_027306.1,28639616,P1K,-22.46,1.3E-12,100194607,rpl34,ribosomal protein L34
NC_027317.1,19245019,Intron,24.76,1.3E-12,106577027,LOC106577027,transcription factor COE3-like
NC_027326.1,18514144,Intron,-25.73,1.3E-12,106588641,LOC106588641,transcription factor HIVEP3-like
NC_027310.1,69941819,Intron,35.49,1.3E-12,106563223,LOC106563223,guanine nucleotide exchange factor VAV2-like
NC_027302.1,31102695,Intron,-22.82,1.3E-12,106599824,LOC106599824,"arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3-like"
NC_027326.1,33103398,Intron,-23.01,1.3E-12,106588989,LOC106588989,sodium- and chloride-dependent GABA transporter 1-like
NC_027318.1,18497026,Intron,20.3,1.3E-12,106578549,LOC106578549,MAGUK p55 subfamily member 7-like
NC_027327.1,10804965,Intron,-22.7,1.3E-12,106589457,cacna1g,calcium voltage-gated channel subunit alpha1 G
NC_027304.1,57985001,Intron,25.15,1.3E-12,106605352,LOC106605352,BMP-binding endothelial regulator protein-like
NC_027305.1,56585413,Intron,24.01,1.3E-12,106607771,nkain2,sodium/potassium transporting ATPase interacting 2
NC_027313.1,18160172,P6K,36.24,1.3E-12,106568846,LOC106568846,paired box protein Pax-3-like
NC_027300.1,49796061,Intron,-20.27,1.3E-12,106604820,LOC106604820,regulator of microtubule dynamics protein 2-like
NC_027324.1,46090759,Exon,-24.37,1.3E-12,106586865,LOC106586865,ephrin-B2a-like
NC_027325.1,17143586,Intron,22.12,1.3E-12,106587232,LOC106587232,CD276 antigen-like
NC_027319.1,49851749,Intron,-24.61,1.3E-12,106580848,LOC106580848,sodium/calcium exchanger 2-like
NC_027300.1,130419052,Intron,-24.55,1.4E-12,106566130,LOC106566130,transmembrane protein 132C-like
NC_027308.1,68879975,Intron,-20.24,1.4E-12,106611865,LOC106611865,A disintegrin and metalloproteinase with thrombospondin motifs 2-like
NC_027309.1,43461377,Flanks,-20.31,1.4E-12,106560501,LOC106560501,olfactomedin-like protein 2B
NC_027318.1,57211177,Intron,26.05,1.5E-12,106579136,ptrf,caveolae associated protein 1
NC_027313.1,26242927,Flanks,22.38,1.5E-12,106569198,LOC106569198,pre-B-cell leukemia transcription factor 1-like
NC_027302.1,55792750,P6K,23.23,1.5E-12,106600965,LOC106600965,interferon alpha-1-like
NC_027309.1,41439913,Intron,-20.12,1.5E-12,106560463,pde4b,phosphodiesterase 4B
NC_027305.1,56329576,Intron,20.5,1.5E-12,106607767,LOC106607767,hairy/enhancer-of-split related with YRPW motif protein 2-like
NC_027312.1,62752505,Flanks,22.39,1.5E-12,106567634,LOC106567634,HMG box transcription factor BBX-like
NC_027324.1,22296547,Exon,-28.58,1.6E-12,106586418,LOC106586418,semaphorin-5B-like
NC_027303.1,77215375,Flanks,-24.44,1.6E-12,106603975,LOC106603975,beta-glucuronidase-like
NC_027302.1,58790173,Exon,-25.68,1.6E-12,106600958,LOC106600958,cyclin-dependent kinase 6-like
NW_012347817.1,8308,Flanks,20.19,1.6E-12,106592204,dexi,Dexi homolog
NC_027317.1,1375750,Intron,22.13,1.6E-12,106576894,cdh23,cadherin related 23
NC_027324.1,2412325,Flanks,24.19,1.7E-12,106586050,LOC106586050,G-protein coupled receptor 183-like
NC_027312.1,52308380,Intron,-21.94,1.7E-12,106567492,LOC106567492,glucocorticoid receptor-like
NC_027314.1,39928210,Intron,-21.37,1.7E-12,106571710,LOC106571710,transcription factor IIIB 90 kDa subunit-like
NC_027311.1,88416071,Flanks,-24.49,1.7E-12,106566224,LOC106566224,"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3-like"
NC_027301.1,47754487,Intron,31.16,1.7E-12,106587198,LOC106587198,trinucleotide repeat-containing gene 6C protein-like
NC_027302.1,33634152,Intron,20.62,1.7E-12,106600427,LOC106600427,Niemann-Pick C1 protein-like
NC_027307.1,10731670,Intron,28.92,1.8E-12,106610160,"attractin, transcript variant X2",attractin
NC_027300.1,61495680,Intron,-27.05,1.8E-12,106607224,LOC106607224,SH3 and PX domain-containing protein 2A-like
NC_027315.1,48778193,Exon,26.82,1.8E-12,106574005,LOC106574005,obscurin-like
NC_027311.1,24160675,Flanks,-20.28,1.8E-12,106564973,LOC106564973,E3 ubiquitin-protein ligase TRIM21-like
NC_027310.1,57678512,Flanks,-28.66,1.9E-12,106563039,LOC106563039,homeobox protein orthopedia B-like
NC_027307.1,10238796,Intron,-20.01,2.0E-12,106610060,LOC106610060,teneurin-3
NC_027324.1,10605880,Intron,30.52,2.0E-12,106586149,LOC106586149,acid-sensing ion channel 4-like
NC_027307.1,18317544,Intron,-29.61,2.1E-12,106610315,LOC106610315,"arachidonate 12-lipoxygenase, 12S-type-like"
NC_027326.1,12843290,Flanks,23.65,2.1E-12,106588308,LOC106588308,myocyte-specific enhancer factor 2D homolog
NC_027321.1,21471890,Flanks,23.78,2.1E-12,106583009,LOC106583009,"solute carrier family 2, facilitated glucose transporter member 1-like"
NC_027304.1,64326032,P1K,-24.3,2.1E-12,106605546,LOC106605546,squalene monooxygenase-like
NC_027312.1,33890021,Intron,27.74,2.1E-12,106567020,LOC106567020,serine/threonine-protein kinase WNK2-like
NC_027302.1,40165314,Exon,29.69,2.2E-12,106600493,LOC106600493,cell adhesion molecule 3-like
NC_027304.1,63351924,Intron,23.39,2.2E-12,106605512,LOC106605512,E3 ubiquitin-protein ligase ZNRF2-like
NC_027300.1,20883516,Exon,32.88,2.3E-12,106580093,LOC106580093,fibronectin type III domain-containing protein 5-like
NC_027304.1,4600397,Intron,-25.58,2.3E-12,106604167,LOC106604167,melanin-concentrating hormone receptor 2-like
NC_027327.1,18626669,Intron,-20.67,2.4E-12,106589632,LOC106589632,collagen alpha-1(I) chain-like
NC_027307.1,10731673,Intron,29.27,2.4E-12,106610160,"attractin, transcript variant X2",attractin
NC_027308.1,128061827,Intron,-20.06,2.4E-12,106613191,LOC106613191,roundabout homolog 2-like
NC_027320.1,38259947,Intron,-24.16,2.4E-12,106582203,erbb4,erb-b2 receptor tyrosine kinase 4
NC_027300.1,64921388,Flanks,-22.21,2.5E-12,106608765,LOC106608765,SPARC-like
NC_027319.1,16770686,Exon,-28.14,2.5E-12,106580026,LOC106580026,protein FAM163B-like
NC_027302.1,13586229,Exon,-20.29,2.5E-12,106599012,LOC106599012,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D-like"
NC_027300.1,83848466,Flanks,-20.46,2.7E-12,106610952,LOC106610952,proteoglycan 4-like
NC_027324.1,13871214,P6K,-27.3,2.8E-12,106586207,LOC106586207,collagen alpha-1(XXVIII) chain-like
NC_027304.1,53366860,Intron,-22.09,2.8E-12,100195820,Hepcidin-1,Hepcidin-1
NC_027310.1,59562118,Intron,32.05,2.9E-12,106563138,LOC106563138,netrin receptor UNC5D-like
NC_027303.1,77706692,Intron,25.16,2.9E-12,106603966,catsper3,cation channel sperm associated 3
NC_027309.1,112806485,Intron,-21.51,2.9E-12,106561783,LOC106561783,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"
NC_027320.1,16640677,Exon,-20.86,3.0E-12,106581763,LOC106581763,integrin alpha-6-like
NC_027313.1,26296844,Intron,-20.1,3.0E-12,106569198,LOC106569198,pre-B-cell leukemia transcription factor 1-like
NC_027300.1,62492292,P6K,-24.72,3.1E-12,106607391,LOC106607391,receptor-type tyrosine-protein phosphatase epsilon-like
NW_012343369.1,3788,Exon,26.15,3.1E-12,106591039,relaxin receptor 2-like,relaxin receptor 2-like
NC_027312.1,54275990,Intron,20.46,3.1E-12,106567514,LOC106567514,janus kinase and microtubule-interacting protein 2-like
NC_027312.1,63260250,Intron,-27.6,3.1E-12,106567646,LOC106567646,opioid-binding protein/cell adhesion molecule-like
NC_027319.1,52736139,P6K,22.42,3.2E-12,106580941,LOC106580941,major facilitator superfamily domain-containing protein 1-like
NC_027314.1,24048006,P6K,22.04,3.2E-12,106571230,LOC106571230,opsin-5-like
NC_027314.1,58393143,Intron,-22.05,3.3E-12,106571869,LOC106571869,proline-rich transmembrane protein 3-like
NC_027313.1,52470609,Intron,-29.79,3.4E-12,106570101,LOC106570101,tripartite motif-containing protein 46-like
NC_027313.1,13082811,Exon,26.24,3.5E-12,106568947,LOC106568947,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D-like"
NC_027312.1,54190491,Exon,-23.52,3.5E-12,106567512,LOC106567512,serine/threonine-protein kinase 32A-like
NC_027311.1,39314948,Intron,23.44,3.5E-12,106565264,LOC106565264,"solute carrier family 2, facilitated glucose transporter member 10-like"
