Chromosome,Pos,Region,Mdiff,Q-value,Gene ID,Gene symbol,Gene name
NC_027312.1,32219528,Intron,20.3,5.4E-14,106566979,LOC106566979,copine-9-like
NC_027300.1,129404169,P1K,29.3,5.5E-14,106566689,LOC106566689,MAM domain-containing protein 2-like
NC_027314.1,83514164,P1K,-34.0,5.8E-14,106572524,LOC106572524,"citrate synthase, mitochondrial-like"
NC_027317.1,3394837,P1K,-20.47,5.8E-14,100306728,fucose mutarotase,fucose mutarotase
NC_027326.1,4236304,Exon,-21.05,5.9E-14,106588154,LOC106588154,transmembrane protein 74-like
NC_027311.1,63451147,Intron,24.4,5.9E-14,106565900,LOC106565900,immunoglobulin superfamily member 21-like
NC_027309.1,105316860,P6K,-20.5,6.1E-14,106561605,LOC106561605,sodium- and chloride-dependent glycine transporter 2-like
NC_027305.1,57992731,Flanks,-22.28,6.1E-14,106607790,LOC106607790,DNA-binding protein RFX6-like
NC_027318.1,49244178,Intron,28.15,6.2E-14,106579026,LOC106579026,transcription factor 7-like 2
NC_027313.1,58029468,Exon,-27.72,6.2E-14,106569995,LOC106569995,tyrosine-protein kinase STYK1-like
NC_027306.1,34786662,Intron,20.0,6.3E-14,106609224,LOC106609224,"caldesmon, smooth muscle-like"
NC_027315.1,60000194,Intron,28.1,6.3E-14,106574338,LOC106574338,neural cell adhesion molecule 2-like
NC_027313.1,16791953,Exon,-22.38,6.3E-14,106568857,LOC106568857,lysophosphatidic acid receptor 5-like
NC_027326.1,13691271,Exon,-25.13,6.4E-14,106588253,LOC106588253,3-hydroxybutyrate dehydrogenase type 2-like
NC_027313.1,1507251,Intron,-24.18,6.6E-14,100195604,ankh,ANKH inorganic pyrophosphate transport regulator
NC_027319.1,52806684,Intron,24.49,6.9E-14,106580942,LOC106580942,schwannomin-interacting protein 1
NC_027318.1,56700628,P6K,24.15,7.0E-14,106579146,gpam,"glycerol-3-phosphate acyltransferase, mitochondrial"
NC_027319.1,59984374,P6K,26.76,7.0E-14,106581152,LOC106581152,neural cell adhesion molecule 1-like
NC_027303.1,37671288,Intron,-20.45,7.1E-14,106603153,LOC106603153,sodium/calcium exchanger 1-like
NC_027315.1,19489577,Intron,29.09,7.1E-14,106573348,LOC106573348,leucine-rich repeat-containing protein 4C-like
NC_027302.1,15028972,P6K,24.65,7.1E-14,106599100,LOC106599100,nucleoprotein TPR-like
NC_027312.1,97270676,Flanks,-20.1,7.2E-14,106568434,LOC106568434,tyrosine-protein kinase SgK223-like
NC_027313.1,27396297,Intron,-28.19,7.2E-14,106569178,LOC106569178,zinc finger protein 521-like
NC_027323.1,32656886,Intron,-21.97,7.2E-14,106585783,LOC106585783,fibrinogen C domain-containing protein 1-like
NC_027314.1,48089119,Intron,-25.25,7.4E-14,106571568,LOC106571568,ena/VASP-like protein
NC_027320.1,827252,Flanks,-24.54,7.4E-14,106581618,lmo7,LIM domain 7
NC_027300.1,11552658,Flanks,-21.61,7.4E-14,106564353,LOC106564353,antimicrobial peptide NK-lysin-like
NC_027313.1,65890879,Intron,-32.16,7.6E-14,106570238,LOC106570238,trafficking protein particle complex subunit 9-like
NC_027325.1,25040081,Intron,-22.1,7.7E-14,106587462,mucin-5B-like,mucin-5B-like
NC_027327.1,1600993,Intron,23.0,7.7E-14,106589294,LOC106589294,unconventional myosin-Id-like
NC_027309.1,5750820,Flanks,-21.69,7.8E-14,106613452,LOC106613452,ephrin type-B receptor 3-like
NC_027301.1,57220071,Exon,-30.65,7.9E-14,106590435,LOC106590435,"beta-1,3-galactosyltransferase 2-like"
NC_027315.1,39149117,Exon,-23.63,8.3E-14,106573567,LOC106573567,fibrillin-2-like
NC_027308.1,94842032,Exon,-32.95,8.4E-14,106612401,prkd2,protein kinase D2
NC_027300.1,123969530,Intron,-20.56,8.4E-14,106565418,LOC106565418,WD repeat-containing protein 5
NC_027316.1,6614593,P1K,28.04,8.5E-14,106575227,LOC106575227,transcription factor 15-like
NC_027319.1,46329462,Exon,23.7,8.8E-14,100195029,transmembrane protein 87B,transmembrane protein 87B
NC_027308.1,11611468,Intron,-20.77,8.9E-14,106610719,LOC106610719,prepronociceptin-like
NC_027321.1,33578373,Intron,-21.06,8.9E-14,106583275,LOC106583275,growth/differentiation factor 11-like
NC_027306.1,33610085,Intron,20.32,9.0E-14,106609096,syn3,synapsin III
NW_012367790.1,2357,Intron,-23.93,9.3E-14,106597690,LOC106597690,"NACHT, LRR and PYD domains-containing protein 12-like"
NC_027301.1,30027380,Intron,-32.61,9.5E-14,106583195,LOC106583195,"glutamate receptor ionotropic, kainate 3-like"
NC_027328.1,28087529,P6K,-22.67,9.5E-14,100195983,COMM domain containing 3,COMM domain containing 3
NC_027300.1,123347541,P6K,-22.04,9.7E-14,106565247,LOC106565247,alpha-1A adrenergic receptor-like
NC_027328.1,18910319,Intron,-26.3,9.8E-14,106590283,LOC106590283,reversion-inducing cysteine-rich protein with Kazal motifs-like
NC_027319.1,23045239,Flanks,28.87,9.9E-14,106579870,klhl22,kelch like family member 22
NC_027317.1,7922603,Intron,-21.09,9.9E-14,106576788,LOC106576788,DNA nucleotidylexotransferase-like
NC_027303.1,4261960,P6K,25.42,1.0E-13,106602198,LOC106602198,tumor suppressor candidate 3
NC_027300.1,19288222,Intron,-21.93,1.0E-13,100194758,icef1,Interactor protein for cytohesin exchange factors 1
NC_027312.1,24957017,Intron,-21.75,1.0E-13,106566924,LOC106566924,transmembrane protein 26-like
NC_027301.1,57219066,Intron,-24.05,1.0E-13,106590435,LOC106590435,"beta-1,3-galactosyltransferase 2-like"
NC_027300.1,654688,Intron,-21.37,1.0E-13,106604115,LOC106604115,attractin-like
NC_027305.1,3222524,Flanks,-21.64,1.1E-13,106606295,LOC106606295,zinc finger protein 501-like
NC_027320.1,50333707,Intron,-22.67,1.1E-13,106582455,"dedicator of cytokinesis protein 9-like, transcript variant X1",dedicator of cytokinesis protein 9-like
NC_027313.1,5876341,Intron,-23.31,1.1E-13,106568679,LOC106568679,cadherin-7-like
NC_027311.1,16368694,Intron,24.12,1.2E-13,106564597,transmembrane channel-like protein 5,transmembrane channel-like protein 5
NC_027302.1,23958001,Intron,20.31,1.2E-13,106599349,LOC106599349,cadherin-6-like
NC_027327.1,11787089,Intron,23.55,1.2E-13,106589483,LOC106589483,protein shisa-6 homolog
NC_027314.1,2843617,Intron,20.42,1.2E-13,106570851,LOC106570851,protein unc-13 homolog B-like
NC_027303.1,24137225,P6K,26.98,1.2E-13,106602720,LOC106602720,storkhead-box protein 2-like
NC_027301.1,9530489,Intron,20.0,1.3E-13,106576347,LOC106576347,"glutamate receptor ionotropic, kainate 5-like"
NC_027309.1,102324662,Flanks,23.04,1.3E-13,106561581,LOC106561581,asc-type amino acid transporter 1-like
NC_027312.1,103284687,Intron,-21.73,1.3E-13,106568544,"DCC netrin 1 receptor, transcript variant X2",DCC netrin 1 receptor
NC_027323.1,15867694,Flanks,-27.31,1.3E-13,106584989,LOC106584989,uncharacterized LOC106584989
NC_027309.1,93195504,P6K,20.51,1.3E-13,106561275,LOC106561275,uncharacterized LOC106561275
NC_027312.1,66145639,Intron,23.15,1.3E-13,106567730,LOC106567730,cell adhesion molecule 1-like
NC_027320.1,9983662,Intron,-24.37,1.4E-13,106581700,LOC106581700,inactive dipeptidyl peptidase 10-like
NC_027309.1,65142218,Intron,-41.5,1.4E-13,106560749,LOC106560749,GRAM domain-containing protein 2-like
NC_027314.1,13224251,Intron,-22.76,1.4E-13,106571019,LOC106571019,fibronectin type III domain-containing protein 4-like
NC_027309.1,22393765,Intron,21.41,1.4E-13,106613834,LOC106613834,metalloprotease TIKI2-like
NC_027308.1,65347666,Flanks,-36.05,1.4E-13,106611709,LOC106611709,uncharacterized LOC106611709
NC_027306.1,7800846,Intron,28.44,1.4E-13,106608554,LOC106608554,cholecystokinin receptor type A-like
NC_027300.1,97707170,Intron,22.02,1.5E-13,106611875,LOC106611875,inward rectifier potassium channel 16-like
NC_027320.1,13300001,Intron,-25.16,1.5E-13,106581831,LOC106581831,kalirin-like
NC_027305.1,54984740,Intron,-20.44,1.5E-13,106607741,LOC106607741,monocarboxylate transporter 10-like
NC_027313.1,19295794,Intron,-20.22,1.5E-13,106568829,LOC106568829,double-stranded RNA-specific editase B2-like
NC_027314.1,31204514,Flanks,-21.99,1.6E-13,106571356,LOC106571356,lethal(3)malignant brain tumor-like protein 3
NC_027316.1,39071778,Intron,22.41,1.6E-13,106576123,LOC106576123,pleckstrin homology domain-containing family A member 5-like
NC_027313.1,53186856,Intron,27.28,1.7E-13,106570082,LOC106570082,brain-specific angiogenesis inhibitor 1-like
NC_027313.1,35266317,Intron,-25.09,1.7E-13,106569478,LOC106569478,uncharacterized LOC106569478
NC_027302.1,56272091,Intron,21.68,1.7E-13,106600859,LOC106600859,retinoic acid receptor alpha-B
NC_027323.1,11133480,Intron,32.25,1.7E-13,106585098,LOC106585098,cell division cycle-associated protein 2-like
NC_027300.1,123347305,P6K,-22.01,1.7E-13,106565247,LOC106565247,alpha-1A adrenergic receptor-like
NC_027320.1,46340450,P6K,26.92,1.7E-13,106582387,LOC106582387,uncharacterized protein DDB_G0290685-like
NC_027313.1,53051783,Flanks,-21.26,1.7E-13,106570085,LOC106570085,dual specificity protein kinase CLK2-like
NC_027309.1,80894455,P6K,-25.93,1.8E-13,106560810,LOC106560810,aminopeptidase N-like
NC_027302.1,14953642,P6K,-24.01,1.8E-13,106599098,LOC106599098,prostaglandin G/H synthase 2-like
NC_027309.1,24359964,Intron,-30.04,1.9E-13,106613881,LOC106613881,leucine-rich repeat-containing protein 7-like
NC_027317.1,47502516,Intron,20.06,1.9E-13,106577539,LOC106577539,neurexin-2-like
NC_027302.1,13847599,Exon,-26.09,2.0E-13,106599039,LOC106599039,solute carrier family 25 member 36-A-like
NC_027301.1,33324666,Intron,-22.57,2.1E-13,106583782,LOC106583782,syntabulin-like
NC_027300.1,56611199,Intron,24.22,2.2E-13,106606525,vax1,ventral anterior homeobox 1
NC_027303.1,35935440,Intron,24.32,2.2E-13,106603096,chrdl2,chordin like 2
NC_027302.1,31891345,Intron,-21.24,2.2E-13,106599874,LOC106599874,protein Wnt-9a-like
NC_027302.1,55499661,Intron,20.98,2.4E-13,106600871,LOC106600871,KAT8 regulatory NSL complex subunit 1-like
NC_027308.1,102586132,Flanks,-21.85,2.4E-13,106612677,LOC106612677,uncharacterized LOC106612677
NC_027301.1,33939439,Intron,21.71,2.4E-13,106583951,LOC106583951,NADP-dependent malic enzyme-like
NC_027306.1,24252960,P250,-22.55,2.5E-13,100286636,Astrocytic phosphoprotein PEA-15,Astrocytic phosphoprotein PEA-15
NC_027300.1,41726995,Exon,-31.99,2.5E-13,106603413,LOC106603413,metabotropic glutamate receptor 1-like
NC_027306.1,18110805,Intron,-25.87,2.5E-13,106608745,LOC106608745,kin of IRRE-like protein 1
NC_027306.1,28061007,Exon,38.06,2.6E-13,106609064,LOC106609064,insulin receptor substrate 2-B-like
NC_027308.1,15989867,Exon,25.53,2.7E-13,106610786,LOC106610786,T-lymphoma invasion and metastasis-inducing protein 2-like
NC_027309.1,71819287,Flanks,26.15,2.7E-13,106560954,LOC106560954,uncharacterized LOC106560954
NC_027305.1,39110518,Flanks,-21.41,2.7E-13,106607247,LOC106607247,rho GTPase-activating protein 23-like
NC_027314.1,65793213,Intron,26.42,2.7E-13,106572215,kcnab2,potassium voltage-gated channel subfamily A regulatory beta subunit 2
NC_027302.1,5562898,Exon,-20.8,2.7E-13,106597174,LOC106597174,nuclear receptor-binding protein 2-like
NC_027325.1,17720983,Exon,-20.54,2.8E-13,100196772,dhdh,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase"
NC_027323.1,30572300,Intron,-21.52,2.8E-13,106585697,LOC106585697,Rieske domain-containing protein-like
NC_027317.1,22345987,Flanks,-21.49,2.9E-13,100196122,cdc2,Cell division control protein 2 homolog
NC_027324.1,15624090,Intron,25.36,3.0E-13,106586262,LOC106586262,dedicator of cytokinesis protein 9-like
NC_027302.1,58296709,Exon,-25.75,3.0E-13,106600803,LOC106600803,F-box/LRR-repeat protein 19-like
NC_027318.1,70481200,Intron,22.29,3.0E-13,106579597,LOC106579597,5'-AMP-activated protein kinase subunit gamma-2-like
NC_027310.1,3426973,Intron,25.18,3.0E-13,106561885,kif6,kinesin family member 6
NC_027322.1,19503560,Intron,23.29,3.0E-13,106584139,LOC106584139,UDP-N-acetylhexosamine pyrophosphorylase-like
NC_027303.1,19884903,Flanks,20.24,3.1E-13,106602698,LOC106602698,uncharacterized LOC106602698
NC_027302.1,12318212,Exon,-25.13,3.2E-13,106598756,RNA polymerase II associated protein 2,RNA polymerase II associated protein 2
NC_027308.1,27333330,P6K,21.7,3.2E-13,106611130,LOC106611130,sine oculis-binding protein homolog
NC_027313.1,25629006,Intron,-26.15,3.2E-13,106569210,LOC106569210,"vesicular, overexpressed in cancer, prosurvival protein 1-like"
NC_027319.1,68417844,Intron,28.49,3.3E-13,106581310,sgpp2,sphingosine-1-phosphate phosphatase 2
NC_027312.1,81926749,Intron,-20.5,3.3E-13,100195143,rn128,E3 ubiquitin-protein ligase RNF128
NC_027308.1,11163676,Exon,-27.61,3.4E-13,106610702,LOC106610702,membrane-bound O-acyltransferase domain-containing protein 2-like
NC_027325.1,3681780,Flanks,-26.0,3.4E-13,106587048,papd4,terminal nucleotidyltransferase 2
NC_027300.1,41090611,Intron,25.53,3.4E-13,106603656,LOC106603656,DNA (cytosine-5)-methyltransferase 3A-like
NC_027308.1,119255398,Intron,26.69,3.5E-13,106612958,LOC106612958,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1-like
NC_027326.1,7473378,Intron,34.84,3.5E-13,106588469,LOC106588469,ephrin type-A receptor 7-like
NC_027315.1,61841967,P6K,25.96,3.6E-13,106574316,LOC106574316,T-cell-specific surface glycoprotein CD28-like
NC_027311.1,44825276,Intron,20.59,3.6E-13,106565160,LOC106565160,serine/threonine-protein kinase WNK2-like
NC_027327.1,7501877,Intron,26.89,3.7E-13,106589399,LOC106589399,protocadherin-15-like
NC_027306.1,45336236,Intron,24.12,3.7E-13,106609497,LOC106609497,muscarinic acetylcholine receptor M2-like
NC_027300.1,90438740,Intron,23.2,3.8E-13,106612991,golga7b,golgin A7 family member B
NC_027308.1,15255801,Exon,-23.6,3.8E-13,106610776,LOC106610776,disks large-associated protein 2-like
NC_027306.1,21762904,Exon,20.9,3.9E-13,106608888,LOC106608888,homeobox protein SIX6-like
NC_027303.1,34026016,Intron,-33.66,3.9E-13,106602987,LOC106602987,neurexin-2-like
NC_027303.1,21594827,Intron,25.05,4.0E-13,106602757,ctnna2,catenin alpha 2
NC_027311.1,20022508,Intron,32.04,4.0E-13,106564679,LOC106564679,phosphoinositide 3-kinase regulatory subunit 6-like
NC_027306.1,45297719,Intron,-23.27,4.1E-13,106609497,LOC106609497,muscarinic acetylcholine receptor M2-like
NC_027301.1,57374947,Intron,40.91,4.2E-13,106590442,LOC106590442,CREB-binding protein-like
NC_027300.1,130529076,Flanks,-23.33,4.3E-13,106566402,LOC106566402,transmembrane protein 132C-like
NC_027308.1,15255804,Exon,-23.33,4.4E-13,106610776,LOC106610776,disks large-associated protein 2-like
NC_027314.1,73306852,Intron,-24.99,4.5E-13,106572068,LOC106572068,plexin A3
NC_027312.1,59964549,Flanks,-22.51,4.8E-13,100270810,ncf1,neutrophil cytosolic factor 1
NC_027318.1,30000434,P6K,20.22,4.8E-13,106578693,LOC106578693,charged multivesicular body protein 5-like
NC_027310.1,13314826,Intron,20.41,4.9E-13,106562036,LOC106562036,teashirt homolog 3-like
NC_027314.1,90169471,Intron,33.05,5.0E-13,106572676,LOC106572676,ADP-ribosylation factor 3-like
NC_027313.1,50496433,Intron,-24.42,5.1E-13,106569828,"acetyl-coenzyme A synthetase, cytoplasmic-like, transcript variant X1","acetyl-coenzyme A synthetase, cytoplasmic-like"
NC_027309.1,10750168,Intron,23.26,5.2E-13,106613530,LOC106613530,obscurin-like
NC_027302.1,39218845,Exon,31.66,5.2E-13,106600481,LOC106600481,zinc finger protein 180-like
NC_027304.1,8296730,Intron,21.57,5.2E-13,106604232,LOC106604232,cyclin-G1-like
NC_027303.1,11097551,Intron,-29.73,5.5E-13,106602388,LOC106602388,N-acetylgalactosaminyltransferase 7-like
NW_012353679.1,7883,Intron,-23.02,5.5E-13,106594786,LOC106594786,"glutamate receptor ionotropic, NMDA 2B-like"
NC_027307.1,24972376,Intron,-25.99,5.8E-13,106610529,LOC106610529,interferon-induced very large GTPase 1-like
NC_027317.1,48858696,Intron,20.97,5.8E-13,106577584,LOC106577584,DENN domain-containing protein 4C-like
NC_027321.1,30610820,Exon,-22.36,5.9E-13,106583180,LOC106583180,SLIT-ROBO Rho GTPase-activating protein 3
NC_027302.1,64972385,P6K,20.6,5.9E-13,106601209,LOC106601209,activating transcription factor 7-interacting protein 1-like
NC_027306.1,7800849,Intron,27.92,6.0E-13,106608554,LOC106608554,cholecystokinin receptor type A-like
NC_027312.1,49066601,Intron,20.8,6.1E-13,106567417,LOC106567417,glutamate receptor 1-like
NC_027325.1,13424175,Exon,-20.0,6.1E-13,106587297,LOC106587297,myosin light chain kinase 3-like
NC_027323.1,5577825,Intron,-20.19,6.2E-13,106585205,plcxd3,phosphatidylinositol specific phospholipase C X domain containing 3
NC_027308.1,105862014,Intron,-28.69,6.2E-13,106612601,LOC106612601,eukaryotic translation initiation factor 3 subunit K
NC_027308.1,122188602,P250,-26.92,6.5E-13,106613052,LOC106613052,solute carrier family 12 member 9-like
NC_027309.1,41119245,Exon,21.0,6.6E-13,106560457,ttc22,tetratricopeptide repeat domain 22
NC_027316.1,43955681,Flanks,-21.43,6.6E-13,106576247,LOC106576247,leucine-rich repeats and immunoglobulin-like domains protein 3
NC_027310.1,24469486,P6K,-24.66,6.8E-13,106562318,LOC106562318,nucleobindin-2-like
NC_027312.1,83652793,P1K,23.78,6.9E-13,106568086,acaca,acetyl-CoA carboxylase alpha
NC_027307.1,14503116,Intron,-21.12,7.0E-13,106610218,hhip,hedgehog interacting protein
NC_027320.1,30102059,Intron,21.7,7.0E-13,106582087,LOC106582087,"mannosyl-oligosaccharide 1,2-alpha-mannosidase IB-like"
NC_027309.1,20058240,Intron,-28.62,7.0E-13,106613773,LOC106613773,zinc finger and BTB domain-containing protein 7A-like
NC_027324.1,13380592,Intron,-21.25,7.8E-13,106586196,LOC106586196,sodium channel protein type 2 subunit alpha-like
NC_027308.1,128061827,Intron,-22.08,7.8E-13,106613191,LOC106613191,roundabout homolog 2-like
NC_027302.1,43170380,Intron,20.71,7.9E-13,106600586,LOC106600586,microtubule-associated protein 6 homolog
NC_027315.1,76697488,Exon,22.39,8.1E-13,106574721,LOC106574721,calcipressin-1-like
NC_027313.1,54441398,Exon,-25.08,8.1E-13,106570069,LOC106570069,uncharacterized LOC106570069
NC_027325.1,14517897,Intron,28.26,8.4E-13,106587288,LOC106587288,cadherin-11-like
NC_027313.1,25158771,Intron,23.07,8.5E-13,106569223,LOC106569223,catenin delta-2-like
NC_027308.1,127950531,Intron,-27.04,8.5E-13,106613191,LOC106613191,roundabout homolog 2-like
NC_027310.1,11787351,Flanks,25.6,8.6E-13,106561991,LOC106561991,A disintegrin and metalloproteinase with thrombospondin motifs 18-like
NC_027322.1,41150678,P6K,20.56,9.0E-13,106584670,LOC106584670,palmitoyltransferase ZDHHC7-like
NC_027309.1,20289793,P6K,20.2,9.0E-13,106613778,LOC106613778,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3
NC_027309.1,40066848,Intron,30.61,9.5E-13,100195073,aldh9a1,aldehyde dehydrogenase 9 family member A1
NC_027326.1,17194402,Intron,-22.12,9.5E-13,106588620,LOC106588620,collagen alpha-1(XXII) chain-like
NC_027314.1,80462444,P6K,-26.28,1.0E-12,106572415,LOC106572415,microphthalmia-associated transcription factor-like
NC_027312.1,18979427,Intron,20.95,1.0E-12,106566761,LOC106566761,IQ motif and SEC7 domain-containing protein 1-like
NC_027302.1,65373925,Flanks,-23.11,1.0E-12,106601231,LOC106601231,cdc42 effector protein 1-like
NC_027308.1,19851822,Intron,22.29,1.0E-12,106610847,LOC106610847,bcl-2-modifying factor-like
NC_027319.1,63885114,Intron,21.63,1.1E-12,106581230,LOC106581230,galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1
NC_027312.1,22017583,Flanks,23.69,1.1E-12,106566688,catsperd,cation channel sperm associated auxiliary subunit delta
NC_027300.1,100346336,P6K,-26.45,1.1E-12,106613683,LOC106613683,predicted GPI-anchored protein 58
NC_027308.1,8206535,Intron,-21.42,1.1E-12,100196032,pacrg,parkin coregulated
NC_027318.1,19830071,Exon,25.5,1.1E-12,106578561,LOC106578561,enhancer of polycomb homolog 1-like
NC_027318.1,53144801,Exon,-20.51,1.1E-12,106579378,LOC106579378,interleukin-21 receptor-like
NC_027314.1,43610517,Exon,32.09,1.1E-12,106571648,LOC106571648,gap junction delta-2 protein-like
NC_027308.1,65347678,Flanks,-32.57,1.1E-12,106611709,LOC106611709,uncharacterized LOC106611709
NC_027325.1,16644375,P6K,-23.15,1.2E-12,106587238,LOC106587238,immunoglobulin superfamily DCC subclass member 3-like
NC_027326.1,29545891,Exon,33.79,1.2E-12,106588910,LOC106588910,nanos homolog 2-like
NC_027328.1,12873411,Intron,24.66,1.2E-12,106590158,LOC106590158,"POU domain, class 6, transcription factor 2-like"
NC_027319.1,13665999,Intron,-22.99,1.2E-12,106580099,ankrd13a,ankyrin repeat domain 13A
NC_027305.1,23249247,Exon,20.34,1.2E-12,100195023,DnaJ homolog subfamily B member 1,DnaJ homolog subfamily B member 1
NC_027315.1,10951136,Intron,22.83,1.2E-12,106573232,LOC106573232,paired box protein Pax-6
NC_027309.1,11423761,Intron,21.92,1.2E-12,106613542,LOC106613542,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5-like"
NC_027300.1,80603576,Exon,-22.49,1.3E-12,106610502,LOC106610502,collagen alpha-1(I) chain-like
NC_027313.1,7569162,Intron,-26.56,1.3E-12,106568797,LOC106568797,homeobox protein Mohawk-like
NC_027317.1,22346009,Flanks,-23.57,1.3E-12,100196122,cdc2,Cell division control protein 2 homolog
NC_027312.1,36855336,Intron,30.42,1.3E-12,106567114,LOC106567114,"nuclear factor of activated T-cells, cytoplasmic 2-like"
NC_027314.1,49709764,Flanks,-29.16,1.3E-12,106571769,LOC106571769,major facilitator superfamily domain-containing protein 2B-like
NC_027310.1,9112009,Intron,-27.28,1.3E-12,106561937,LOC106561937,leucine zipper protein 2-like
NC_027310.1,21862330,Flanks,-20.6,1.3E-12,106562265,LOC106562265,C-type lectin domain family 18 member A-like
NC_027314.1,87274487,Intron,-29.04,1.3E-12,106572627,LOC106572627,"nuclear factor of activated T-cells, cytoplasmic 2-like"
NC_027324.1,27763007,Flanks,22.29,1.3E-12,106586493,sucla2,succinate-CoA ligase ADP-forming beta subunit
NC_027315.1,39425963,Intron,-21.42,1.4E-12,106573557,LOC106573557,neurturin-like
NC_027311.1,7690283,P6K,-25.38,1.4E-12,106564270,LOC106564270,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5-like
NC_027312.1,82318718,Intron,22.67,1.4E-12,100195286,msi2h,RNA-binding protein Musashi homolog 2
NC_027312.1,80955060,Intron,-27.49,1.4E-12,106567791,LOC106567791,moesin
NC_027327.1,28839127,Flanks,21.85,1.4E-12,106589841,LOC106589841,ADP-ribosylation factor-like protein 3
NC_027325.1,1846728,Intron,23.5,1.4E-12,106587021,LOC106587021,actin filament-associated protein 1-like 2
NC_027325.1,46828418,Intron,-22.47,1.4E-12,106588105,solute carrier organic anion transporter family member 3A1-like,solute carrier organic anion transporter family member 3A1-like
NC_027308.1,99011062,Intron,-22.71,1.4E-12,106612428,LOC106612428,Na(+)/H(+) exchange regulatory cofactor NHE-RF3-like
NC_027308.1,51352423,Intron,-20.25,1.4E-12,106611510,LOC106611510,tenomodulin-like
NC_027317.1,17925413,Intron,22.31,1.5E-12,106577001,LOC106577001,protocadherin-15-like
NC_027301.1,68138482,Flanks,-25.71,1.5E-12,106594034,LOC106594034,splicing factor U2af large subunit A-like
NC_027311.1,54857432,Flanks,-22.57,1.5E-12,106565472,zc3h10,zinc finger CCCH-type containing 10
NC_027314.1,23351917,Exon,21.49,1.5E-12,100196785,ras homolog family member B,ras homolog family member B
NC_027321.1,53101574,Intron,24.02,1.5E-12,106583707,LOC106583707,integrin alpha-7-like
NC_027313.1,59638969,P6K,20.86,1.5E-12,106569942,LOC106569942,tenascin-X-like
NC_027304.1,30034692,Flanks,29.74,1.5E-12,106604648,LOC106604648,zinc-binding protein A33-like
NC_027305.1,65376558,Intron,-31.35,1.5E-12,106607985,sash1,SAM and SH3 domain containing 1
NC_027306.1,23322890,Intron,-26.63,1.5E-12,106608950,LOC106608950,uncharacterized protein C7orf43 homolog
NC_027323.1,1882847,Intron,35.26,1.6E-12,106584905,LOC106584905,E3 ubiquitin-protein ligase ZNRF3-like
NC_027308.1,62914092,P6K,-20.74,1.6E-12,106611773,LOC106611773,matrix metalloproteinase-17-like
NC_027318.1,39267245,P6K,22.59,1.6E-12,106578850,LOC106578850,gastrula zinc finger protein XlCGF57.1-like
NC_027307.1,12001479,Intron,-20.46,1.7E-12,106610159,LOC106610159,polypeptide N-acetylgalactosaminyltransferase-like 6
NC_027318.1,38825945,Exon,-20.74,1.7E-12,106578841,LOC106578841,cadherin-related family member 1-like
NC_027309.1,101389996,Intron,-24.87,1.7E-12,106561501,LOC106561501,tripartite motif-containing protein 16-like
NC_027325.1,32907119,Exon,27.02,1.8E-12,106587652,LOC106587652,paired amphipathic helix protein Sin3a-like
NC_027310.1,57522222,Intron,28.72,1.8E-12,106563096,LOC106563096,butyrophilin subfamily 1 member A1-like
NC_027300.1,14316479,Exon,22.3,1.8E-12,106566892,LOC106566892,disintegrin and metalloproteinase domain-containing protein 17-like
NC_027310.1,27169554,Intron,24.04,1.8E-12,106562384,LOC106562384,adenylate cyclase type 2-like
NC_027308.1,29844105,Intron,-23.59,1.9E-12,106611158,LOC106611158,spermatogenesis-associated protein 7 homolog
NC_027300.1,122159224,Intron,-22.4,1.9E-12,106565090,LOC106565090,protein unc-13 homolog B-like
NC_027319.1,58389630,Intron,-22.17,1.9E-12,106581181,LOC106581181,"dynein light chain 2, cytoplasmic"
NC_027321.1,41875243,Intron,27.67,1.9E-12,106583452,LOC106583452,voltage-dependent calcium channel subunit alpha-2/delta-3-like
NC_027300.1,45024259,P1K,-22.28,2.0E-12,106602923,LOC106602923,serine/threonine/tyrosine-interacting protein A-like
NC_027300.1,97469231,Intron,21.63,2.0E-12,100192337,mkk6b,MAPK kinase 6b
NC_027319.1,7790372,Intron,-29.11,2.0E-12,106580155,LOC106580155,rho-related BTB domain-containing protein 2-like
NC_027306.1,21508060,Intron,-24.41,2.0E-12,106608874,LOC106608874,trichohyalin-like
NC_027305.1,51830867,Exon,20.27,2.0E-12,106607682,cd109,CD109 molecule
NC_027308.1,54872808,Flanks,22.47,2.1E-12,106611573,LOC106611573,dynactin subunit 1-like
NC_027312.1,70729330,Intron,-35.85,2.1E-12,106568007,LOC106568007,drebrin-like
NC_027318.1,45756291,Intron,21.31,2.1E-12,106578965,LOC106578965,monocarboxylate transporter 12-B-like
NC_027321.1,19780640,Intron,-22.86,2.1E-12,106582941,LOC106582941,calcium-dependent secretion activator 1-like
NC_027302.1,19966650,Flanks,28.53,2.1E-12,100380410,k6pp,6-phosphofructokinase type C
NC_027302.1,12676320,P6K,20.04,2.2E-12,106598941,pif1,PIF1 5'-to-3' DNA helicase
NC_027324.1,8797986,Intron,-26.83,2.3E-12,106586120,LOC106586120,histone deacetylase 4-like
